Opening log at 2016-05-07 20:53:43.740342
[2016-05-09 06:16:19.571629] <192.168.1.32:58420>: R l
[2016-05-09 06:16:19.633427] <192.168.1.32:58420>: P l
[2016-05-09 06:16:19.863666] <192.168.1.32:58420>: R l
[2016-05-09 06:16:19.953810] <192.168.1.32:58420>: P l
[2016-05-09 06:16:20.033932] <192.168.1.32:58420>: R l
[2016-05-09 06:16:20.125877] <192.168.1.32:58420>: P l
[2016-05-09 06:16:20.206684] <192.168.1.32:58420>: R l
[2016-05-09 06:16:20.292747] <192.168.1.32:58420>: P l
[2016-05-09 06:16:20.373132] <192.168.1.32:58420>: R l
[2016-05-09 06:16:20.454585] <192.168.1.32:58420>: P l
[2016-05-09 06:16:20.563744] <192.168.1.32:58420>: R l
[2016-05-09 06:16:20.646776] <192.168.1.32:58420>: P l
[2016-05-09 06:16:20.728778] <192.168.1.32:58420>: R l
[2016-05-09 06:16:20.817924] <192.168.1.32:58420>: P l
[2016-05-09 06:16:20.920240] <192.168.1.32:58420>: R l
[2016-05-09 06:16:21.121561] <192.168.1.32:58420>: P l
[2016-05-09 06:16:21.231341] <192.168.1.32:58420>: R l
[2016-05-09 06:16:21.292084] <192.168.1.32:58420>: P l
[2016-05-09 06:16:21.392991] <192.168.1.32:58420>: R l
[2016-05-09 06:16:21.476591] <192.168.1.32:58420>: P l
[2016-05-09 06:16:21.546946] <192.168.1.32:58420>: R l
[2016-05-09 06:16:21.649776] <192.168.1.32:58420>: P l
[2016-05-09 06:16:21.710561] <192.168.1.32:58420>: R l
[2016-05-09 06:16:21.792619] <192.168.1.32:58420>: P l
[2016-05-09 06:16:21.903035] <192.168.1.32:58420>: R l
[2016-05-09 06:16:21.984528] <192.168.1.32:58420>: P l
[2016-05-09 06:16:22.064517] <192.168.1.32:58420>: R l
[2016-05-09 06:16:22.153747] <192.168.1.32:58420>: P l
[2016-05-09 06:16:22.238017] <192.168.1.32:58420>: R l
[2016-05-09 06:16:22.319408] <192.168.1.32:58420>: P l
[2016-05-09 06:16:22.419427] <192.168.1.32:58420>: R l
[2016-05-09 06:16:22.480159] <192.168.1.32:58420>: P l
[2016-05-09 06:16:22.552647] <192.168.1.32:58420>: R l
[2016-05-09 06:16:22.654326] <192.168.1.32:58420>: P l
[2016-05-09 06:16:22.734667] <192.168.1.32:58420>: R l
[2016-05-09 06:16:22.816479] <192.168.1.32:58420>: P l
[2016-05-09 06:16:22.906612] <192.168.1.32:58420>: R l
[2016-05-09 06:16:22.968244] <192.168.1.32:58420>: P l
[2016-05-09 06:16:23.068219] <192.168.1.32:58420>: R l
[2016-05-09 06:24:04.075386] Client <192.168.1.32:58565> connected
[2016-05-09 06:24:04.086321] Client <192.168.1.32:58566> connected
[2016-05-09 06:24:04.098764] <192.168.1.32:58565>: Keylogger
[2016-05-09 06:24:04.101790] Client <192.168.1.32:58419> disconnected
[2016-05-09 06:24:04.107117] <192.168.1.32:58565>: SSID: xXSwaggernautsXx
[2016-05-09 06:24:04.134381] <192.168.1.32:58565>: IP Address: 192.168.137.92
[2016-05-09 06:24:04.151574] <192.168.1.32:58565>: signal strength (RSSI):-52 dBm
[2016-05-09 06:24:26.303324] Client <192.168.1.32:58581> connected
[2016-05-09 06:24:26.312791] Client <192.168.1.32:58582> connected
[2016-05-09 06:24:26.324939] <192.168.1.32:58581>: Keylogger
[2016-05-09 06:24:26.327769] Client <192.168.1.32:58565> disconnected
[2016-05-09 06:24:26.334683] <192.168.1.32:58581>: SSID: xXSwaggernautsXx
[2016-05-09 06:24:26.363841] <192.168.1.32:58581>: IP Address: 192.168.137.92
[2016-05-09 06:24:26.422161] <192.168.1.32:58582>: Debug
[2016-05-09 06:24:26.425758] Client <192.168.1.32:58566> disconnected
[2016-05-09 06:24:26.426851] Client <192.168.1.32:58420> disconnected
[2016-05-09 06:24:26.454340] <192.168.1.32:58581>: signal strength (RSSI):-54 dBm
[2016-05-09 06:24:35.793479] <192.168.1.32:58582>: P a
[2016-05-09 06:24:35.793717] <192.168.1.32:58582>: R a
[2016-05-09 06:24:35.794636] <192.168.1.32:58582>: P <Backspace>
[2016-05-09 06:24:35.795605] <192.168.1.32:58582>: R <Backspace>
[2016-05-09 06:24:35.796672] <192.168.1.32:58582>: P a
[2016-05-09 06:24:35.861669] <192.168.1.32:58582>: R aP a
[2016-05-09 06:24:35.870877] <192.168.1.32:58582>: R l
[2016-05-09 06:24:35.945571] <192.168.1.32:58582>: P l
[2016-05-09 06:24:35.966886] <192.168.1.32:58582>: R a
[2016-05-09 06:24:36.051551] <192.168.1.32:58582>: P a
[2016-05-09 06:24:36.060659] <192.168.1.32:58582>: R l
[2016-05-09 06:24:36.134030] <192.168.1.32:58582>: P l
[2016-05-09 06:24:36.156115] <192.168.1.32:58582>: R a
[2016-05-09 06:24:36.238098] <192.168.1.32:58582>: R l
[2016-05-09 06:24:36.261045] <192.168.1.32:58582>: P a
[2016-05-09 06:24:36.334441] <192.168.1.32:58582>: P l
[2016-05-09 06:24:36.343883] <192.168.1.32:58582>: R a
[2016-05-09 06:24:36.433484] <192.168.1.32:58582>: R l
[2016-05-09 06:24:36.455963] <192.168.1.32:58582>: P a
[2016-05-09 06:24:36.538686] <192.168.1.32:58582>: P l
[2016-05-09 06:24:36.550099] <192.168.1.32:58582>: R a
[2016-05-09 06:24:36.621107] <192.168.1.32:58582>: R l
[2016-05-09 06:24:36.645121] <192.168.1.32:58582>: P a
[2016-05-09 06:24:36.729380] <192.168.1.32:58582>: P l
[2016-05-09 06:24:36.739026] <192.168.1.32:58582>: R a
[2016-05-09 06:24:36.833447] <192.168.1.32:58582>: R l
[2016-05-09 06:24:36.853343] <192.168.1.32:58582>: P a
[2016-05-09 06:24:36.939487] <192.168.1.32:58582>: P l
[2016-05-09 06:24:36.949092] <192.168.1.32:58582>: R a
[2016-05-09 06:24:37.041030] <192.168.1.32:58582>: R l
[2016-05-09 06:24:37.063005] <192.168.1.32:58582>: P a
[2016-05-09 06:24:37.145790] <192.168.1.32:58582>: P l
[2016-05-09 06:24:37.195560] <192.168.1.32:58582>: R a
[2016-05-09 06:24:37.278771] <192.168.1.32:58582>: R l
[2016-05-09 06:24:37.299601] <192.168.1.32:58582>: P a
[2016-05-09 06:24:37.383717] <192.168.1.32:58582>: P l
[2016-05-09 06:24:37.394008] <192.168.1.32:58582>: R a
[2016-05-09 06:24:37.490855] <192.168.1.32:58582>: P a
[2016-05-09 06:24:37.500926] <192.168.1.32:58582>: R l
[2016-05-09 06:24:37.576362] <192.168.1.32:58582>: P l
[2016-05-09 06:24:37.588246] <192.168.1.32:58582>: R a
[2016-05-09 06:24:37.670559] <192.168.1.32:58582>: R l
[2016-05-09 06:24:37.693897] <192.168.1.32:58582>: P a
[2016-05-09 06:24:37.788004] <192.168.1.32:58582>: P l
[2016-05-09 06:24:37.797467] <192.168.1.32:58582>: R a
[2016-05-09 06:24:37.874460] <192.168.1.32:58582>: P a
[2016-05-09 06:24:37.884034] <192.168.1.32:58582>: R l
[2016-05-09 06:24:38.792771] <192.168.1.32:58582>: R a
[2016-05-09 06:24:38.792836] <192.168.1.32:58582>: P l
[2016-05-09 06:24:38.792923] <192.168.1.32:58582>: P a
[2016-05-09 06:24:38.792967] <192.168.1.32:58582>: R l
[2016-05-09 06:24:38.792990] <192.168.1.32:58582>: R a
[2016-05-09 06:24:38.796552] <192.168.1.32:58582>: P l
[2016-05-09 06:24:39.794477] <192.168.1.32:58582>: P R l
[2016-05-09 06:24:39.794583] <192.168.1.32:58582>: R a
[2016-05-09 06:24:39.794706] <192.168.1.32:58582>: P s
[2016-05-09 06:24:39.794748] <192.168.1.32:58582>: P k
[2016-05-09 06:24:39.794793] <192.168.1.32:58582>: R s
[2016-05-09 06:24:39.839871] <192.168.1.32:58582>: P dP d
[2016-05-09 06:24:39.872869] <192.168.1.32:58582>: P f
[2016-05-09 06:24:39.882899] <192.168.1.32:58582>: R d
[2016-05-09 06:24:39.897752] <192.168.1.32:58582>: R f
[2016-05-09 06:24:40.012888] <192.168.1.32:58582>: P c
[2016-05-09 06:24:40.024222] <192.168.1.32:58582>: P d
[2016-05-09 06:24:40.084212] <192.168.1.32:58582>: R c
[2016-05-09 06:24:40.091827] <192.168.1.32:58582>: R d
[2016-05-09 06:24:40.791743] <192.168.1.32:58582>: P v
[2016-05-09 06:24:40.791809] <192.168.1.32:58582>: P f
[2016-05-09 06:24:40.791833] <192.168.1.32:58582>: R v
[2016-05-09 06:24:40.791855] <192.168.1.32:58582>: P k
[2016-05-09 06:24:40.791874] <192.168.1.32:58582>: R f
[2016-05-09 06:24:40.836502] <192.168.1.32:58582>: P dP s
[2016-05-09 06:24:40.845727] <192.168.1.32:58582>: P w
[2016-05-09 06:24:40.903459] <192.168.1.32:58582>: R w
[2016-05-09 06:24:41.792082] <192.168.1.32:58582>: R s
[2016-05-09 06:24:41.792147] <192.168.1.32:58582>: P e
[2016-05-09 06:24:41.792171] <192.168.1.32:58582>: P j
[2016-05-09 06:24:41.792192] <192.168.1.32:58582>: R j
[2016-05-09 06:24:41.792260] <192.168.1.32:58582>: R e
[2016-05-09 06:24:41.792432] <192.168.1.32:58582>: P m
[2016-05-09 06:24:41.825741] <192.168.1.32:58582>: P j
[2016-05-09 06:24:41.835148] <192.168.1.32:58582>: P d
[2016-05-09 06:24:42.792732] <192.168.1.32:58582>: P s
[2016-05-09 06:24:42.792798] <192.168.1.32:58582>: R j
[2016-05-09 06:24:42.792823] <192.168.1.32:58582>: R s
[2016-05-09 06:24:42.792843] <192.168.1.32:58582>: R d
[2016-05-09 06:24:42.792863] <192.168.1.32:58582>: P d
[2016-05-09 06:24:42.881139] <192.168.1.32:58582>: P jP k
[2016-05-09 06:24:42.902171] <192.168.1.32:58582>: P d
[2016-05-09 06:24:42.946145] <192.168.1.32:58582>: R k
[2016-05-09 06:24:43.792758] <192.168.1.32:58582>: R d
[2016-05-09 06:24:43.793619] <192.168.1.32:58582>: P k
[2016-05-09 06:24:43.793668] <192.168.1.32:58582>: P d
[2016-05-09 06:24:43.793706] <192.168.1.32:58582>: R d
[2016-05-09 06:24:43.793727] <192.168.1.32:58582>: R k
[2016-05-09 06:24:43.793747] <192.168.1.32:58582>: P d
[2016-05-09 06:24:43.971885] <192.168.1.32:58582>: P e
[2016-05-09 06:24:44.012611] <192.168.1.32:58582>: P d
[2016-05-09 06:24:44.036552] <192.168.1.32:58582>: R d
[2016-05-09 06:24:44.046953] <192.168.1.32:58582>: R e
[2016-05-09 06:24:45.292867] <192.168.1.32:58582>: P k
[2016-05-09 06:24:45.293629] <192.168.1.32:58582>: P i
[2016-05-09 06:24:45.293678] <192.168.1.32:58582>: R k
[2016-05-09 06:24:45.293702] <192.168.1.32:58582>: R i
[2016-05-09 06:24:45.297768] <192.168.1.32:58582>: P f
[2016-05-09 06:24:45.377667] <192.168.1.32:58582>: P rP s
[2016-05-09 06:24:45.436143] <192.168.1.32:58582>: P w
[2016-05-09 06:24:45.461484] <192.168.1.32:58582>: P i
[2016-05-09 06:24:45.472921] <192.168.1.32:58582>: R s
[2016-05-09 06:24:45.491774] <192.168.1.32:58582>: P k
[2016-05-09 06:24:45.502826] <192.168.1.32:58582>: R w
[2016-05-09 06:24:45.512383] <192.168.1.32:58582>: P 2
[2016-05-09 06:24:45.530692] <192.168.1.32:58582>: R k
[2016-05-09 06:24:45.542244] <192.168.1.32:58582>: R i
[2016-05-09 06:24:45.553699] <192.168.1.32:58582>: R 2
[2016-05-09 06:24:45.592819] <192.168.1.32:58582>: P w
[2016-05-09 06:24:45.603290] <192.168.1.32:58582>: P 2
[2016-05-09 06:24:46.292693] <192.168.1.32:58582>: R 2
[2016-05-09 06:24:46.292759] <192.168.1.32:58582>: R w
[2016-05-09 06:24:46.292784] <192.168.1.32:58582>: P k
[2016-05-09 06:24:46.292804] <192.168.1.32:58582>: P i
[2016-05-09 06:24:46.292824] <192.168.1.32:58582>: R k
[2016-05-09 06:24:46.292845] <192.168.1.32:58582>: R i
[2016-05-09 06:24:46.353377] <192.168.1.32:58582>: P P i
[2016-05-09 06:24:46.364853] <192.168.1.32:58582>: P c
[2016-05-09 06:24:46.375014] <192.168.1.32:58582>: P d
[2016-05-09 06:24:46.384602] <192.168.1.32:58582>: R d
[2016-05-09 06:24:46.410006] <192.168.1.32:58582>: R i
[2016-05-09 06:24:46.422470] <192.168.1.32:58582>: R c
[2016-05-09 06:24:46.535452] <192.168.1.32:58582>: P c
[2016-05-09 06:24:46.546844] <192.168.1.32:58582>: P x
[2016-05-09 06:24:46.599620] <192.168.1.32:58582>: R x
[2016-05-09 06:24:46.664038] <192.168.1.32:58582>: P m
[2016-05-09 06:24:46.674941] <192.168.1.32:58582>: R c
[2016-05-09 06:24:46.686051] <192.168.1.32:58582>: R m
[2016-05-09 06:24:46.766264] <192.168.1.32:58582>: P m
[2016-05-09 06:24:47.291923] <192.168.1.32:58582>: P =
[2016-05-09 06:24:47.292037] <192.168.1.32:58582>: R m
[2016-05-09 06:24:47.292068] <192.168.1.32:58582>: R =
[2016-05-09 06:24:47.292085] <192.168.1.32:58582>: P c
[2016-05-09 06:24:47.292099] <192.168.1.32:58582>: R c
[2016-05-09 06:24:47.325293] <192.168.1.32:58582>: P dP k
[2016-05-09 06:24:47.359226] <192.168.1.32:58582>: P d
[2016-05-09 06:24:47.394477] <192.168.1.32:58582>: R k
[2016-05-09 06:24:47.406257] <192.168.1.32:58582>: R d
[2016-05-09 06:24:47.443451] <192.168.1.32:58582>: P d
[2016-05-09 06:24:48.293116] <192.168.1.32:58582>: P e
[2016-05-09 06:24:48.293852] <192.168.1.32:58582>: R e
[2016-05-09 06:24:48.293895] <192.168.1.32:58582>: R d
[2016-05-09 06:24:48.293927] <192.168.1.32:58582>: P k
[2016-05-09 06:24:48.293956] <192.168.1.32:58582>: P ,
[2016-05-09 06:24:48.294040] <192.168.1.32:58582>: R ,
[2016-05-09 06:24:48.354568] <192.168.1.32:58582>: P R v
[2016-05-09 06:24:48.375107] <192.168.1.32:58582>: P k
[2016-05-09 06:24:49.292558] <192.168.1.32:58582>: P i
[2016-05-09 06:24:49.292621] <192.168.1.32:58582>: R f
[2016-05-09 06:24:49.292643] <192.168.1.32:58582>: R k
[2016-05-09 06:24:49.292662] <192.168.1.32:58582>: R i
[2016-05-09 06:24:49.292680] <192.168.1.32:58582>: P k
[2016-05-09 06:24:49.327054] <192.168.1.32:58582>: P eR <Space>
[2016-05-09 06:24:53.259165] <192.168.1.32:58582>: P s
[2016-05-09 06:24:53.341150] <192.168.1.32:58582>: P ,
[2016-05-09 06:24:53.381795] <192.168.1.32:58582>: R s
[2016-05-09 06:24:53.422481] <192.168.1.32:58582>: R ,
[2016-05-09 06:24:53.484196] <192.168.1.32:58582>: P k
[2016-05-09 06:24:53.503188] <192.168.1.32:58582>: R k
[2016-05-09 06:24:53.569551] <192.168.1.32:58582>: P k
[2016-05-09 06:24:53.579007] <192.168.1.32:58582>: P s
[2016-05-09 06:24:53.593037] <192.168.1.32:58582>: R k
[2016-05-09 06:24:53.633800] <192.168.1.32:58582>: P k
[2016-05-09 06:24:54.291842] <192.168.1.32:58582>: R k
[2016-05-09 06:24:54.291911] <192.168.1.32:58582>: R s
[2016-05-09 06:24:54.291936] <192.168.1.32:58582>: P k
[2016-05-09 06:24:54.291957] <192.168.1.32:58582>: P d
[2016-05-09 06:24:54.291978] <192.168.1.32:58582>: P s
[2016-05-09 06:24:54.291999] <192.168.1.32:58582>: R k
[2016-05-09 06:24:54.425911] <192.168.1.32:58582>: P k
[2016-05-09 06:24:55.292675] <192.168.1.32:58582>: P s
[2016-05-09 06:24:55.292764] <192.168.1.32:58582>: R k
[2016-05-09 06:24:55.292835] <192.168.1.32:58582>: P k
[2016-05-09 06:24:55.292903] <192.168.1.32:58582>: R s
[2016-05-09 06:24:55.292972] <192.168.1.32:58582>: R k
[2016-05-09 06:24:55.297693] <192.168.1.32:58582>: P s
[2016-05-09 06:24:55.400453] <192.168.1.32:58582>: P e
[2016-05-09 06:24:55.502253] <192.168.1.32:58582>: P i
[2016-05-09 06:24:56.296061] <192.168.1.32:58582>: R i
[2016-05-09 06:24:56.296127] <192.168.1.32:58582>: R e
[2016-05-09 06:24:56.296925] <192.168.1.32:58582>: P i
[2016-05-09 06:24:56.298114] <192.168.1.32:58582>: P 8
[2016-05-09 06:24:56.298151] <192.168.1.32:58582>: R 8
[2016-05-09 06:24:56.300200] <192.168.1.32:58582>: R i
[2016-05-09 06:24:56.349741] <192.168.1.32:58582>: P R e
[2016-05-09 06:24:56.370700] <192.168.1.32:58582>: R 3
[2016-05-09 06:24:56.417996] <192.168.1.32:58582>: P 7
[2016-05-09 06:24:56.427599] <192.168.1.32:58582>: P <F7>
[2016-05-09 06:24:57.292789] <192.168.1.32:58582>: R 7
[2016-05-09 06:24:57.292854] <192.168.1.32:58582>: R <F7>
[2016-05-09 06:24:57.292879] <192.168.1.32:58582>: P 3
[2016-05-09 06:24:57.292900] <192.168.1.32:58582>: P 4
[2016-05-09 06:24:57.292921] <192.168.1.32:58582>: P 7
[2016-05-09 06:24:57.292942] <192.168.1.32:58582>: R 4
[2016-05-09 06:24:57.330980] <192.168.1.32:58582>: P 4
[2016-05-09 06:24:57.341217] <192.168.1.32:58582>: R 7
[2016-05-09 06:24:57.351543] <192.168.1.32:58582>: R <F7>
[2016-05-09 06:24:57.476032] <192.168.1.32:58582>: R 4
[2016-05-09 06:24:57.947379] <192.168.1.32:58582>: P 4
[2016-05-09 06:24:57.989062] <192.168.1.32:58582>: P u
[2016-05-09 06:24:58.030112] <192.168.1.32:58582>: R 4
[2016-05-09 06:24:58.793115] <192.168.1.32:58582>: R u
[2016-05-09 06:24:58.793232] <192.168.1.32:58582>: P 4
[2016-05-09 06:24:58.793300] <192.168.1.32:58582>: P 7
[2016-05-09 06:24:58.793330] <192.168.1.32:58582>: R 4
[2016-05-09 06:24:58.793363] <192.168.1.32:58582>: P 4
[2016-05-09 06:24:58.897666] <192.168.1.32:58582>: R 7R 4
[2016-05-09 06:24:58.922047] <192.168.1.32:58582>: P 7
[2016-05-09 06:24:58.933825] <192.168.1.32:58582>: R r
[2016-05-09 06:24:58.977087] <192.168.1.32:58582>: R 7
[2016-05-09 06:24:58.998324] <192.168.1.32:58582>: P r
[2016-05-09 06:24:59.019522] <192.168.1.32:58582>: P f
[2016-05-09 06:24:59.136301] <192.168.1.32:58582>: P u
[2016-05-09 06:24:59.792798] <192.168.1.32:58582>: R f
[2016-05-09 06:24:59.792863] <192.168.1.32:58582>: R r
[2016-05-09 06:24:59.792887] <192.168.1.32:58582>: P i
[2016-05-09 06:24:59.792911] <192.168.1.32:58582>: P f
[2016-05-09 06:24:59.799054] <192.168.1.32:58582>: R i
[2016-05-09 06:24:59.799104] <192.168.1.32:58582>: R u
[2016-05-09 06:24:59.871434] <192.168.1.32:58582>: P x
[2016-05-09 06:24:59.881693] <192.168.1.32:58582>: R k
[2016-05-09 06:25:00.792856] <192.168.1.32:58582>: R j
[2016-05-09 06:25:00.792922] <192.168.1.32:58582>: P s
[2016-05-09 06:25:00.792946] <192.168.1.32:58582>: R x
[2016-05-09 06:25:00.798256] <192.168.1.32:58582>: R s
[2016-05-09 06:25:00.798323] <192.168.1.32:58582>: P s
[2016-05-09 06:25:00.798347] <192.168.1.32:58582>: R s
[2016-05-09 06:25:00.829571] <192.168.1.32:58582>: R s
[2016-05-09 06:25:00.840975] <192.168.1.32:58582>: R w
[2016-05-09 06:25:00.937174] <192.168.1.32:58582>: P c
[2016-05-09 06:25:00.946590] <192.168.1.32:58582>: P d
[2016-05-09 06:25:01.794210] <192.168.1.32:58582>: R c
[2016-05-09 06:25:01.794278] <192.168.1.32:58582>: R d
[2016-05-09 06:25:01.794302] <192.168.1.32:58582>: P s
[2016-05-09 06:25:01.794323] <192.168.1.32:58582>: P w
[2016-05-09 06:25:01.794342] <192.168.1.32:58582>: P d
[2016-05-09 06:25:01.844385] <192.168.1.32:58582>: R wP s
[2016-05-09 06:25:01.852935] <192.168.1.32:58582>: R l
[2016-05-09 06:25:01.862895] <192.168.1.32:58582>: P w
[2016-05-09 06:25:01.886157] <192.168.1.32:58582>: P x
[2016-05-09 06:25:02.792979] <192.168.1.32:58582>: R x
[2016-05-09 06:25:02.793125] <192.168.1.32:58582>: R s
[2016-05-09 06:25:02.793181] <192.168.1.32:58582>: R w
[2016-05-09 06:25:02.793207] <192.168.1.32:58582>: P .
[2016-05-09 06:25:02.799258] <192.168.1.32:58582>: P l
[2016-05-09 06:25:02.799313] <192.168.1.32:58582>: P w
[2016-05-09 06:25:02.911673] <192.168.1.32:58582>: P x
[2016-05-09 06:25:03.792319] <192.168.1.32:58582>: P s
[2016-05-09 06:25:03.792384] <192.168.1.32:58582>: P w
[2016-05-09 06:25:03.794304] <192.168.1.32:58582>: R x
[2016-05-09 06:25:03.794389] <192.168.1.32:58582>: R s
[2016-05-09 06:25:03.794421] <192.168.1.32:58582>: R w
[2016-05-09 06:25:03.794441] <192.168.1.32:58582>: P s
[2016-05-09 06:25:04.791781] <192.168.1.32:58582>: P x
[2016-05-09 06:25:04.791847] <192.168.1.32:58582>: P s
[2016-05-09 06:25:04.791871] <192.168.1.32:58582>: R x
[2016-05-09 06:25:04.791892] <192.168.1.32:58582>: R s
[2016-05-09 06:25:04.791912] <192.168.1.32:58582>: P s
[2016-05-09 06:25:04.791932] <192.168.1.32:58582>: P a
[2016-05-09 06:25:05.792614] <192.168.1.32:58582>: R P s
[2016-05-09 06:25:05.792680] <192.168.1.32:58582>: R s
[2016-05-09 06:25:05.792704] <192.168.1.32:58582>: P .
[2016-05-09 06:25:05.792725] <192.168.1.32:58582>: P l
[2016-05-09 06:25:05.792746] <192.168.1.32:58582>: P q
[2016-05-09 06:25:05.792767] <192.168.1.32:58582>: R .
[2016-05-09 06:25:05.878888] <192.168.1.32:58582>: lP d
[2016-05-09 06:25:06.792926] <192.168.1.32:58582>: P s
[2016-05-09 06:25:06.793171] <192.168.1.32:58582>: R d
[2016-05-09 06:25:06.793276] <192.168.1.32:58582>: R s
[2016-05-09 06:25:06.793313] <192.168.1.32:58582>: P w
[2016-05-09 06:25:07.291738] <192.168.1.32:58582>: P d
[2016-05-09 06:25:07.291818] <192.168.1.32:58582>: R w
[2016-05-09 06:25:07.291849] <192.168.1.32:58582>: kP d
[2016-05-09 06:25:07.291877] <192.168.1.32:58582>: R k
[2016-05-09 06:25:07.291903] <192.168.1.32:58582>: P k
[2016-05-09 06:25:07.324920] <192.168.1.32:58582>: R P i
[2016-05-09 06:25:07.341280] <192.168.1.32:58582>: P s
[2016-05-09 06:25:07.350594] <192.168.1.32:58582>: R i
[2016-05-09 06:25:07.361379] <192.168.1.32:58582>: R s
[2016-05-09 06:25:07.418356] <192.168.1.32:58582>: P d
[2016-05-09 06:25:07.427919] <192.168.1.32:58582>: P s
[2016-05-09 06:25:07.442373] <192.168.1.32:58582>: P i
[2016-05-09 06:25:07.469460] <192.168.1.32:58582>: R i
[2016-05-09 06:25:07.478721] <192.168.1.32:58582>: R d
[2016-05-09 06:25:07.490742] <192.168.1.32:58582>: R s
[2016-05-09 06:25:07.543981] <192.168.1.32:58582>: P k
[2016-05-09 06:25:07.553204] <192.168.1.32:58582>: P i
[2016-05-09 06:25:07.570878] <192.168.1.32:58582>: R k
[2016-05-09 06:25:08.291714] <192.168.1.32:58582>: R i
[2016-05-09 06:25:08.291778] <192.168.1.32:58582>: P i
[2016-05-09 06:25:08.291803] <192.168.1.32:58582>: P k
[2016-05-09 06:25:08.291824] <192.168.1.32:58582>: R k
[2016-05-09 06:25:08.291914] <192.168.1.32:58582>: R i
[2016-05-09 06:25:08.291956] <192.168.1.32:58582>: P d
[2016-05-09 06:25:08.323650] <192.168.1.32:58582>: P i
[2016-05-09 06:25:09.792828] <192.168.1.32:58582>: R i
[2016-05-09 06:25:09.792906] <192.168.1.32:58582>: R w
[2016-05-09 06:25:09.792938] <192.168.1.32:58582>: P s
[2016-05-09 06:25:09.792964] <192.168.1.32:58582>: P w
[2016-05-09 06:25:09.792990] <192.168.1.32:58582>: R s
[2016-05-09 06:25:09.793017] <192.168.1.32:58582>: R w
[2016-05-09 06:28:17.311607] <192.168.1.32:58582>: P d
[2016-05-09 06:28:18.293570] <192.168.1.32:58582>: P k
[2016-05-09 06:28:18.293631] <192.168.1.32:58582>: R d
[2016-05-09 06:28:18.293653] <192.168.1.32:58582>: R k
[2016-05-09 06:28:18.293672] <192.168.1.32:58582>: P d
[2016-05-09 06:28:18.293818] <192.168.1.32:58582>: P k
[2016-05-09 06:28:18.293871] <192.168.1.32:58582>: R d
[2016-05-09 06:28:18.352719] <192.168.1.32:58582>: P P d
[2016-05-09 06:28:18.361729] <192.168.1.32:58582>: R k
[2016-05-09 06:28:18.479865] <192.168.1.32:58582>: P k
[2016-05-09 06:28:18.489476] <192.168.1.32:58582>: R d
[2016-05-09 06:28:18.566820] <192.168.1.32:58582>: P d
[2016-05-09 06:28:18.576434] <192.168.1.32:58582>: R k
[2016-05-09 06:28:18.650153] <192.168.1.32:58582>: P k
[2016-05-09 06:28:18.671173] <192.168.1.32:58582>: R d
[2016-05-09 06:28:19.293016] <192.168.1.32:58582>: P d
[2016-05-09 06:28:19.293090] <192.168.1.32:58582>: R k
[2016-05-09 06:28:19.293111] <192.168.1.32:58582>: P k
[2016-05-09 06:28:19.293129] <192.168.1.32:58582>: R d
[2016-05-09 06:28:19.293147] <192.168.1.32:58582>: P d
[2016-05-09 06:28:19.294278] <192.168.1.32:58582>: R k
[2016-05-09 06:28:19.325326] <192.168.1.32:58582>: P k
[2016-05-09 06:28:19.346186] <192.168.1.32:58582>: P d
[2016-05-09 06:28:20.293494] <192.168.1.32:58582>: R k
[2016-05-09 06:28:20.293543] <192.168.1.32:58582>: R d
[2016-05-09 06:28:20.293560] <192.168.1.32:58582>: P k
[2016-05-09 06:28:20.293574] <192.168.1.32:58582>: P d
[2016-05-09 06:28:20.293592] <192.168.1.32:58582>: R k
[2016-05-09 06:28:20.293612] <192.168.1.32:58582>: R d
[2016-05-09 06:28:20.322704] <192.168.1.32:58582>: P R d
[2016-05-09 06:28:20.350094] <192.168.1.32:58582>: P k
[2016-05-09 06:28:20.370970] <192.168.1.32:58582>: P d
[2016-05-09 06:28:20.412426] <192.168.1.32:58582>: R k
[2016-05-09 06:28:20.472684] <192.168.1.32:58582>: R d
[2016-05-09 06:28:20.514674] <192.168.1.32:58582>: P k
[2016-05-09 06:28:20.534314] <192.168.1.32:58582>: P d
[2016-05-09 06:28:20.605938] <192.168.1.32:58582>: R k
[2016-05-09 06:28:20.647582] <192.168.1.32:58582>: R d
[2016-05-09 06:28:21.292386] <192.168.1.32:58582>: P k
[2016-05-09 06:28:21.292436] <192.168.1.32:58582>: P d
[2016-05-09 06:28:21.292453] <192.168.1.32:58582>: R k
[2016-05-09 06:28:21.292468] <192.168.1.32:58582>: R d
[2016-05-09 06:28:21.292484] <192.168.1.32:58582>: P k
[2016-05-09 06:28:21.292499] <192.168.1.32:58582>: P d
[2016-05-09 06:28:21.320234] <192.168.1.32:58582>: R d
[2016-05-09 06:28:21.329143] <192.168.1.32:58582>: P k
[2016-05-09 06:28:22.294956] <192.168.1.32:58582>: R d
[2016-05-09 06:28:22.295016] <192.168.1.32:58582>: R k
[2016-05-09 06:28:22.295037] <192.168.1.32:58582>: P d
[2016-05-09 06:28:22.295055] <192.168.1.32:58582>: P k
[2016-05-09 06:28:22.295073] <192.168.1.32:58582>: R d
[2016-05-09 06:28:22.295091] <192.168.1.32:58582>: R k
[2016-05-09 06:28:22.346847] <192.168.1.32:58582>: R k
[2016-05-09 06:28:22.367847] <192.168.1.32:58582>: R d
